Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
בת ים,עבירות מין,500,2020,98,128465,0.08%,תל אביב
בת ים,עבירות מרמה,800,2020,381,128465,0.30%,תל אביב
בת ים,עבירות נגד אדם,300,2020,8,128465,0.01%,תל אביב
בת ים,עבירות נגד גוף,400,2020,1177,128465,0.92%,תל אביב
בת ים,עבירות סדר ציבורי,200,2020,2254,128465,1.75%,תל אביב
בת ים,עבירות רשוי,1100,2020,11,128465,0.01%,תל אביב
בת ים,עבירות תנועה,10000,2020,25,128465,0.02%,תל אביב
בת ים,כל העבירות,-2,2020,6995,128465,5.45%,תל אביב
ג'דיידה-מכר,עבירות בטחון,100,2020,59,21617,0.27%,צפון
ג'דיידה-מכר,עבירות כלכליות,900,2020,1,21617,0.00%,צפון
ג'דיידה-מכר,עבירות כלפי המוסר,600,2020,101,21617,0.47%,צפון
ג'דיידה-מכר,עבירות כלפי הרכוש,700,2020,173,21617,0.80%,צפון
ג'דיידה-מכר,עבירות מין,500,2020,4,21617,0.02%,צפון
ג'דיידה-מכר,עבירות מרמה,800,2020,21,21617,0.10%,צפון
ג'דיידה-מכר,עבירות נגד אדם,300,2020,5,21617,0.02%,צפון
ג'דיידה-מכר,עבירות נגד גוף,400,2020,169,21617,0.78%,צפון
ג'דיידה-מכר,עבירות סדר ציבורי,200,2020,423,21617,1.96%,צפון
ג'דיידה-מכר,עבירות רשוי,1100,2020,7,21617,0.03%,צפון
ג'דיידה-מכר,עבירות תנועה,10000,2020,2,21617,0.01%,צפון
ג'דיידה-מכר,כל העבירות,-2,2020,965,21617,4.46%,צפון
ג'וליס,עבירות כלכליות,900,2020,2,6738,0.03%,צפון
ג'וליס,עבירות כלפי הרכוש,700,2020,31,6738,0.46%,צפון
ג'וליס,עבירות מנהליות,1000,2020,1,6738,0.01%,צפון
ג'וליס,עבירות מרמה,800,2020,3,6738,0.04%,צפון
ג'וליס,עבירות נגד אדם,300,2020,1,6738,0.01%,צפון
ג'וליס,עבירות נגד גוף,400,2020,24,6738,0.36%,צפון
ג'וליס,עבירות סדר ציבורי,200,2020,54,6738,0.80%,צפון
ג'וליס,עבירות רשוי,1100,2020,1,6738,0.01%,צפון
ג'וליס,עבירות תנועה,10000,2020,1,6738,0.01%,צפון
ג'וליס,כל העבירות,-2,2020,118,6738,1.75%,צפון
ג'לג'וליה,סעיפי הגדרה,1300,2020,1,10609,0.01%,מרכז
ג'לג'וליה,עבירות בטחון,100,2020,56,10609,0.53%,מרכז
ג'לג'וליה,עבירות כלכליות,900,2020,1,10609,0.01%,מרכז
ג'לג'וליה,עבירות כלפי המוסר,600,2020,34,10609,0.32%,מרכז
ג'לג'וליה,עבירות כלפי הרכוש,700,2020,92,10609,0.87%,מרכז
ג'לג'וליה,עבירות מין,500,2020,5,10609,0.05%,מרכז
ג'לג'וליה,עבירות מרמה,800,2020,12,10609,0.11%,מרכז
ג'לג'וליה,עבירות נגד אדם,300,2020,1,10609,0.01%,מרכז
ג'לג'וליה,עבירות נגד גוף,400,2020,98,10609,0.92%,מרכז
ג'לג'וליה,עבירות סדר ציבורי,200,2020,273,10609,2.57%,מרכז
ג'לג'וליה,עבירות רשוי,1100,2020,2,10609,0.02%,מרכז
ג'לג'וליה,עבירות תנועה,10000,2020,5,10609,0.05%,מרכז
ג'לג'וליה,כל העבירות,-2,2020,580,10609,5.47%,מרכז
ג'סר א זרקא,עבירות בטחון,100,2020,57,15502,0.37%,חיפה
ג'סר א זרקא,עבירות כלכליות,900,2020,1,15502,0.01%,חיפה
ג'סר א זרקא,עבירות כלפי המוסר,600,2020,110,15502,0.71%,חיפה
ג'סר א זרקא,עבירות כלפי הרכוש,700,2020,426,15502,2.75%,חיפה
ג'סר א זרקא,עבירות מין,500,2020,12,15502,0.08%,חיפה
ג'סר א זרקא,עבירות מרמה,800,2020,25,15502,0.16%,חיפה
ג'סר א זרקא,עבירות נגד אדם,300,2020,5,15502,0.03%,חיפה
ג'סר א זרקא,עבירות נגד גוף,400,2020,308,15502,1.99%,חיפה
ג'סר א זרקא,עבירות סדר ציבורי,200,2020,583,15502,3.76%,חיפה
ג'סר א זרקא,עבירות רשוי,1100,2020,2,15502,0.01%,חיפה
ג'סר א זרקא,עבירות תנועה,10000,2020,2,15502,0.01%,חיפה
ג'סר א זרקא,כל העבירות,-2,2020,1531,15502,9.88%,חיפה
ג'ת,עבירות בטחון,100,2020,12,12645,0.09%,חיפה
ג'ת,עבירות כלכליות,900,2020,2,12645,0.02%,חיפה
ג'ת,עבירות כלפי המוסר,600,2020,28,12645,0.22%,חיפה
ג'ת,עבירות כלפי הרכוש,700,2020,86,12645,0.68%,חיפה
ג'ת,עבירות מין,500,2020,2,12645,0.02%,חיפה
ג'ת,עבירות מרמה,800,2020,8,12645,0.06%,חיפה
ג'ת,עבירות נגד אדם,300,2020,2,12645,0.02%,חיפה
ג'ת,עבירות נגד גוף,400,2020,51,12645,0.40%,חיפה
ג'ת,עבירות סדר ציבורי,200,2020,169,12645,1.34%,חיפה
ג'ת,עבירות רשוי,1100,2020,4,12645,0.03%,חיפה
ג'ת,עבירות תנועה,10000,2020,4,12645,0.03%,חיפה
ג'ת,כל העבירות,-2,2020,368,12645,2.91%,חיפה
גבעת שמואל,עבירות בטחון,100,2020,3,28994,0.01%,מרכז
גבעת שמואל,עבירות כלפי המוסר,600,2020,29,28994,0.10%,מרכז
גבעת שמואל,עבירות כלפי הרכוש,700,2020,216,28994,0.74%,מרכז
גבעת שמואל,עבירות מין,500,2020,12,28994,0.04%,מרכז
גבעת שמואל,עבירות מרמה,800,2020,29,28994,0.10%,מרכז
גבעת שמואל,עבירות נגד אדם,300,2020,1,28994,0.00%,מרכז
גבעת שמואל,עבירות נגד גוף,400,2020,80,28994,0.28%,מרכז
גבעת שמואל,עבירות סדר ציבורי,200,2020,172,28994,0.59%,מרכז
גבעת שמואל,עבירות תנועה,10000,2020,6,28994,0.02%,מרכז
גבעת שמואל,כל העבירות,-2,2020,548,28994,1.89%,מרכז
גבעתיים,סעיפי הגדרה,1300,2020,1,61924,0.00%,תל אביב
גבעתיים,עבירות בטחון,100,2020,2,61924,0.00%,תל אביב
גבעתיים,עבירות כלכליות,900,2020,3,61924,0.00%,תל אביב
גבעתיים,עבירות כלפי המוסר,600,2020,106,61924,0.17%,תל אביב
גבעתיים,עבירות כלפי הרכוש,700,2020,656,61924,1.06%,תל אביב
גבעתיים,עבירות מין,500,2020,33,61924,0.05%,תל אביב
גבעתיים,עבירות מרמה,800,2020,111,61924,0.18%,תל אביב
גבעתיים,עבירות נגד גוף,400,2020,169,61924,0.27%,תל אביב
גבעתיים,עבירות סדר ציבורי,200,2020,486,61924,0.78%,תל אביב
גבעתיים,עבירות רשוי,1100,2020,2,61924,0.00%,תל אביב
גבעתיים,עבירות תנועה,10000,2020,2,61924,0.00%,תל אביב
גבעתיים,כל העבירות,-2,2020,1571,61924,2.54%,תל אביב
גדרה,סעיפי הגדרה,1300,2020,1,31438,0.00%,מרכז
גדרה,עבירות בטחון,100,2020,8,31438,0.03%,מרכז
גדרה,עבירות כלכליות,900,2020,1,31438,0.00%,מרכז
גדרה,עבירות כלפי המוסר,600,2020,42,31438,0.13%,מרכז
גדרה,עבירות כלפי הרכוש,700,2020,181,31438,0.58%,מרכז
גדרה,עבירות מין,500,2020,13,31438,0.04%,מרכז
גדרה,עבירות מנהליות,1000,2020,1,31438,0.00%,מרכז
גדרה,עבירות מרמה,800,2020,42,31438,0.13%,מרכז
גדרה,עבירות נגד גוף,400,2020,116,31438,0.37%,מרכז
גדרה,עבירות סדר ציבורי,200,2020,218,31438,0.69%,מרכז
גדרה,עבירות תנועה,10000,2020,4,31438,0.01%,מרכז
גדרה,כל העבירות,-2,2020,627,31438,1.99%,מרכז
גן יבנה,סעיפי הגדרה,1300,2020,1,24574,0.00%,מרכז
גן יבנה,עבירות בטחון,100,2020,2,24574,0.01%,מרכז
גן יבנה,עבירות כלכליות,900,2020,2,24574,0.01%,מרכז
גן יבנה,עבירות כלפי המוסר,600,2020,66,24574,0.27%,מרכז
גן יבנה,עבירות כלפי הרכוש,700,2020,199,24574,0.81%,מרכז
גן יבנה,עבירות מין,500,2020,13,24574,0.05%,מרכז
גן יבנה,עבירות מרמה,800,2020,30,24574,0.12%,מרכז
גן יבנה,עבירות נגד אדם,300,2020,1,24574,0.00%,מרכז
גן יבנה,עבירות נגד גוף,400,2020,174,24574,0.71%,מרכז
גן יבנה,עבירות סדר ציבורי,200,2020,336,24574,1.37%,מרכז
גן יבנה,עבירות רשוי,1100,2020,4,24574,0.02%,מרכז
גן יבנה,עבירות תנועה,10000,2020,3,24574,0.01%,מרכז
גן יבנה,כל העבירות,-2,2020,831,24574,3.38%,מרכז
גני תקווה,עבירות כלפי המוסר,600,2020,40,23646,0.17%,מרכז
גני תקווה,עבירות כלפי הרכוש,700,2020,143,23646,0.60%,מרכז
גני תקווה,עבירות מין,500,2020,5,23646,0.02%,מרכז
גני תקווה,עבירות מרמה,800,2020,25,23646,0.11%,מרכז
גני תקווה,עבירות נגד גוף,400,2020,43,23646,0.18%,מרכז
גני תקווה,עבירות סדר ציבורי,200,2020,119,23646,0.50%,מרכז
גני תקווה,עבירות רשוי,1100,2020,1,23646,0.00%,מרכז
גני תקווה,עבירות תנועה,10000,2020,1,23646,0.00%,מרכז
גני תקווה,כל העבירות,-2,2020,377,23646,1.59%,מרכז
דאלית אל כרמל,סעיפי הגדרה,1300,2020,2,18190,0.01%,חיפה
דאלית אל כרמל,עבירות בטחון,100,2020,5,18190,0.03%,חיפה
דאלית אל כרמל,עבירות כלכליות,900,2020,5,18190,0.03%,חיפה
דאלית אל כרמל,עבירות כלפי המוסר,600,2020,42,18190,0.23%,חיפה
דאלית אל כרמל,עבירות כלפי הרכוש,700,2020,97,18190,0.53%,חיפה
דאלית אל כרמל,עבירות מרמה,800,2020,23,18190,0.13%,חיפה
דאלית אל כרמל,עבירות נגד אדם,300,2020,1,18190,0.01%,חיפה
דאלית אל כרמל,עבירות נגד גוף,400,2020,70,18190,0.38%,חיפה
דאלית אל כרמל,עבירות סדר ציבורי,200,2020,192,18190,1.06%,חיפה
דאלית אל כרמל,עבירות רשוי,1100,2020,1,18190,0.01%,חיפה
דאלית אל כרמל,עבירות תנועה,10000,2020,3,18190,0.02%,חיפה
דאלית אל כרמל,שאר עבירות,1200,2020,1,18190,0.01%,חיפה
דאלית אל כרמל,כל העבירות,-2,2020,442,18190,2.43%,חיפה
דבוריה,עבירות בטחון,100,2020,17,10831,0.16%,צפון
דבוריה,עבירות כלכליות,900,2020,2,10831,0.02%,צפון
דבוריה,עבירות כלפי המוסר,600,2020,39,10831,0.36%,צפון
דבוריה,עבירות כלפי הרכוש,700,2020,122,10831,1.13%,צפון
דבוריה,עבירות מין,500,2020,1,10831,0.01%,צפון
דבוריה,עבירות מרמה,800,2020,9,10831,0.08%,צפון
דבוריה,עבירות נגד גוף,400,2020,55,10831,0.51%,צפון
דבוריה,עבירות סדר ציבורי,200,2020,196,10831,1.81%,צפון
דבוריה,עבירות רשוי,1100,2020,2,10831,0.02%,צפון
דבוריה,עבירות תנועה,10000,2020,5,10831,0.05%,צפון
דבוריה,כל העבירות,-2,2020,448,10831,4.14%,צפון
דייר אל אסד,סעיפי הגדרה,1300,2020,1,13078,0.01%,צפון
דייר אל אסד,עבירות בטחון,100,2020,28,13078,0.21%,צפון
דייר אל אסד,עבירות כלכליות,900,2020,4,13078,0.03%,צפון
דייר אל אסד,עבירות כלפי המוסר,600,2020,105,13078,0.80%,צפון
דייר אל אסד,עבירות כלפי הרכוש,700,2020,109,13078,0.83%,צפון
דייר אל אסד,עבירות מין,500,2020,1,13078,0.01%,צפון
דייר אל אסד,עבירות מרמה,800,2020,10,13078,0.08%,צפון
דייר אל אסד,עבירות נגד גוף,400,2020,86,13078,0.66%,צפון
דייר אל אסד,עבירות סדר ציבורי,200,2020,311,13078,2.38%,צפון
דייר אל אסד,עבירות רשוי,1100,2020,2,13078,0.02%,צפון
דייר אל אסד,עבירות תנועה,10000,2020,4,13078,0.03%,צפון
דייר אל אסד,כל העבירות,-2,2020,661,13078,5.05%,צפון
דייר חנא,סעיפי הגדרה,1300,2020,2,10747,0.02%,צפון
דייר חנא,עבירות בטחון,100,2020,13,10747,0.12%,צפון
דייר חנא,עבירות כלכליות,900,2020,1,10747,0.01%,צפון
דייר חנא,עבירות כלפי המוסר,600,2020,20,10747,0.19%,צפון
דייר חנא,עבירות כלפי הרכוש,700,2020,59,10747,0.55%,צפון
דייר חנא,עבירות מין,500,2020,2,10747,0.02%,צפון
דייר חנא,עבירות מרמה,800,2020,5,10747,0.05%,צפון
דייר חנא,עבירות נגד אדם,300,2020,1,10747,0.01%,צפון
דייר חנא,עבירות נגד גוף,400,2020,62,10747,0.58%,צפון
דייר חנא,עבירות סדר ציבורי,200,2020,139,10747,1.29%,צפון
דייר חנא,כל העבירות,-2,2020,304,10747,2.83%,צפון
דימונה,עבירות בטחון,100,2020,21,36776,0.06%,דרום
דימונה,עבירות כלכליות,900,2020,4,36776,0.01%,דרום
דימונה,עבירות כלפי המוסר,600,2020,276,36776,0.75%,דרום
דימונה,עבירות כלפי הרכוש,700,2020,647,36776,1.76%,דרום
דימונה,עבירות מין,500,2020,60,36776,0.16%,דרום
דימונה,עבירות מרמה,800,2020,71,36776,0.19%,דרום
דימונה,עבירות נגד אדם,300,2020,5,36776,0.01%,דרום
דימונה,עבירות נגד גוף,400,2020,464,36776,1.26%,דרום
דימונה,עבירות סדר ציבורי,200,2020,978,36776,2.66%,דרום
דימונה,עבירות רשוי,1100,2020,15,36776,0.04%,דרום
דימונה,עבירות תנועה,10000,2020,15,36776,0.04%,דרום
דימונה,שאר עבירות,1200,2020,2,36776,0.01%,דרום
דימונה,כל העבירות,-2,2020,2558,36776,6.96%,דרום
הוד השרון,סעיפי הגדרה,1300,2020,1,65614,0.00%,מרכז
הוד השרון,עבירות בטחון,100,2020,4,65614,0.01%,מרכז
הוד השרון,עבירות כלכליות,900,2020,2,65614,0.00%,מרכז
הוד השרון,עבירות כלפי המוסר,600,2020,74,65614,0.11%,מרכז
הוד השרון,עבירות כלפי הרכוש,700,2020,621,65614,0.95%,מרכז
הוד השרון,עבירות מין,500,2020,22,65614,0.03%,מרכז
הוד השרון,עבירות מרמה,800,2020,76,65614,0.12%,מרכז
הוד השרון,עבירות נגד אדם,300,2020,3,65614,0.00%,מרכז
הוד השרון,עבירות נגד גוף,400,2020,217,65614,0.33%,מרכז
הוד השרון,עבירות סדר ציבורי,200,2020,452,65614,0.69%,מרכז
הוד השרון,עבירות רשוי,1100,2020,2,65614,0.00%,מרכז
הוד השרון,עבירות תנועה,10000,2020,7,65614,0.01%,מרכז
הוד השרון,כל העבירות,-2,2020,1481,65614,2.26%,מרכז
הרצליה,סעיפי הגדרה,1300,2020,5,106741,0.00%,תל אביב
הרצליה,עבירות בטחון,100,2020,10,106741,0.01%,תל אביב
הרצליה,עבירות כלכליות,900,2020,7,106741,0.01%,תל אביב
הרצליה,עבירות כלפי המוסר,600,2020,453,106741,0.42%,תל אביב
הרצליה,עבירות כלפי הרכוש,700,2020,1520,106741,1.42%,תל אביב
הרצליה,עבירות מין,500,2020,59,106741,0.06%,תל אביב
הרצליה,עבירות מרמה,800,2020,217,106741,0.20%,תל אביב
הרצליה,עבירות נגד אדם,300,2020,6,106741,0.01%,תל אביב
הרצליה,עבירות נגד גוף,400,2020,468,106741,0.44%,תל אביב
הרצליה,עבירות סדר ציבורי,200,2020,1428,106741,1.34%,תל אביב
הרצליה,עבירות רשוי,1100,2020,9,106741,0.01%,תל אביב
הרצליה,עבירות תנועה,10000,2020,23,106741,0.02%,תל אביב
הרצליה,שאר עבירות,1200,2020,1,106741,0.00%,תל אביב
הרצליה,כל העבירות,-2,2020,4206,106741,3.94%,תל אביב
זכרון יעקב,עבירות בטחון,100,2020,1,24145,0.00%,חיפה
זכרון יעקב,עבירות כלפי המוסר,600,2020,43,24145,0.18%,חיפה
זכרון יעקב,עבירות כלפי הרכוש,700,2020,176,24145,0.73%,חיפה
זכרון יעקב,עבירות מין,500,2020,18,24145,0.07%,חיפה
זכרון יעקב,עבירות מרמה,800,2020,31,24145,0.13%,חיפה
זכרון יעקב,עבירות נגד גוף,400,2020,79,24145,0.33%,חיפה
זכרון יעקב,עבירות סדר ציבורי,200,2020,157,24145,0.65%,חיפה
זכרון יעקב,עבירות תנועה,10000,2020,1,24145,0.00%,חיפה
זכרון יעקב,כל העבירות,-2,2020,506,24145,2.10%,חיפה
זמר,עבירות בטחון,100,2020,15,7457,0.20%,מרכז
זמר,עבירות כלכליות,900,2020,1,7457,0.01%,מרכז
זמר,עבירות כלפי המוסר,600,2020,17,7457,0.23%,מרכז
